image_path,label_index,mask_path,anomaly_type,split,central_circular_bore,dull_metallic_gray,light_metallic_gray_tone,uniform_metallic_grey,solid_ring_structure,uniform_matte_texture,uniform_metallic_sheen,machined_metal_sheen,circular_bore_opening,concentric_ring_pattern,metallic_silver_tone,concentric_tool_grooves,slightly_matte_finish,matte_grainy_surface,machined_metal_finish,continuous_wall_thickness,cast_metal_material,surface_irregularity,color_deviation,structural_discontinuity,texture_inconsistency,unexpected_surface_pattern,angular_distortion,asymmetrical_profile,asymmetrical_cross_section,localized_bending_stress,lateral_deflection_bend,structural_warping,angular_misalignment,uneven_edge_bending,pigmentation_abnormality,localized_blue_stain,chemical_staining_deposit,localized_discoloration_patch,localized_reddish_staining,pigmentation_bleed_mark,chemical_deposit_streak,mild_surface_abrasion,geometric_deformation,diagonal_scratch_mark,visible_abrasion_scratches,surface_scratches,dragged_scratch_groove,scratch_abrasion_mark
/home/sobhan_hosseini/datasets/mvtec/metal_nut/test/scratch/000.png,1,/home/sobhan_hosseini/datasets/mvtec/metal_nut/ground_truth/scratch/000_mask.png,scratch,train,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/sobhan_hosseini/datasets/mvtec/metal_nut/test/scratch/001.png,1,/home/sobhan_hosseini/datasets/mvtec/metal_nut/ground_truth/scratch/001_mask.png,scratch,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/sobhan_hosseini/datasets/mvtec/metal_nut/test/scratch/002.png,1,/home/sobhan_hosseini/datasets/mvtec/metal_nut/ground_truth/scratch/002_mask.png,scratch,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/sobhan_hosseini/datasets/mvtec/metal_nut/test/scratch/003.png,1,/home/sobhan_hosseini/datasets/mvtec/metal_nut/ground_truth/scratch/003_mask.png,scratch,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/sobhan_hosseini/datasets/mvtec/metal_nut/test/scratch/004.png,1,/home/sobhan_hosseini/datasets/mvtec/metal_nut/ground_truth/scratch/004_mask.png,scratch,train,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/sobhan_hosseini/datasets/mvtec/metal_nut/test/scratch/005.png,1,/home/sobhan_hosseini/datasets/mvtec/metal_nut/ground_truth/scratch/005_mask.png,scratch,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/sobhan_hosseini/datasets/mvtec/metal_nut/test/scratch/006.png,1,/home/sobhan_hosseini/datasets/mvtec/metal_nut/ground_truth/scratch/006_mask.png,scratch,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/sobhan_hosseini/datasets/mvtec/metal_nut/test/scratch/007.png,1,/home/sobhan_hosseini/datasets/mvtec/metal_nut/ground_truth/scratch/007_mask.png,scratch,train,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/sobhan_hosseini/datasets/mvtec/metal_nut/test/scratch/008.png,1,/home/sobhan_hosseini/datasets/mvtec/metal_nut/ground_truth/scratch/008_mask.png,scratch,train,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
/home/sobhan_hosseini/datasets/mvtec/metal_nut/test/scratch/009.png,1,/home/sobhan_hosseini/datasets/mvtec/metal_nut/ground_truth/scratch/009_mask.png,scratch,val,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/sobhan_hosseini/datasets/mvtec/metal_nut/test/scratch/010.png,1,/home/sobhan_hosseini/datasets/mvtec/metal_nut/ground_truth/scratch/010_mask.png,scratch,train,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/sobhan_hosseini/datasets/mvtec/metal_nut/test/scratch/011.png,1,/home/sobhan_hosseini/datasets/mvtec/metal_nut/ground_truth/scratch/011_mask.png,scratch,train,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/sobhan_hosseini/datasets/mvtec/metal_nut/test/scratch/012.png,1,/home/sobhan_hosseini/datasets/mvtec/metal_nut/ground_truth/scratch/012_mask.png,scratch,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/sobhan_hosseini/datasets/mvtec/metal_nut/test/scratch/013.png,1,/home/sobhan_hosseini/datasets/mvtec/metal_nut/ground_truth/scratch/013_mask.png,scratch,test,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/sobhan_hosseini/datasets/mvtec/metal_nut/test/scratch/014.png,1,/home/sobhan_hosseini/datasets/mvtec/metal_nut/ground_truth/scratch/014_mask.png,scratch,train,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/sobhan_hosseini/datasets/mvtec/metal_nut/test/scratch/015.png,1,/home/sobhan_hosseini/datasets/mvtec/metal_nut/ground_truth/scratch/015_mask.png,scratch,train,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
