image_path,label_index,mask_path,anomaly_type,split,dull_metallic_gray,uniform_gray_tone,semi_matte_finish,straight_axial_alignment,raised_thread_ridges,even_metallic_sheen,intact_thread_pitch,cylindrical_shaft_body,hexagonal_head_shape,uniform_metal_sheen,tapered_point_tip,machined_metal_sheen,pointed_tip_geometry,medium_steel_gray,uniform_metallic_plating,tapered_shank_geometry,uniform_thread_pitch,defined_thread_ridges,tapered_cylindrical_body,slotted_recessed_head,surface_irregularity,color_deviation,structural_discontinuity,texture_inconsistency,unexpected_surface_pattern,head_slot_distortion,distorted_thread_ridges,head_abrasion_mark,head_surface_scratching,linear_scratching,head_scratch_abrasion,localized_surface_gouging,head_abrasion_scratches,head_surface_scratch,neck_abrasion_wear,linear_surface_scratch,metallic_abrasion_mark,linear_scratch_abrasion,head_neck_scuffing,gouged_thread_root,abrasive_head_damage,non_uniform_thread_profile,flank_thread_erosion,side_thread_abrasion,material_thread_bending,compromised_thread_profile,thread_flank_erosion,rough_thread_surface,thread_top_chipping,damaged_thread_top,thread_stress_failure,head_thread_deformation
/home/sobhan_hosseini/datasets/mvtec/screw/test/scratch_neck/000.png,1,/home/sobhan_hosseini/datasets/mvtec/screw/ground_truth/scratch_neck/000_mask.png,scratch_neck,train,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/sobhan_hosseini/datasets/mvtec/screw/test/scratch_neck/001.png,1,/home/sobhan_hosseini/datasets/mvtec/screw/ground_truth/scratch_neck/001_mask.png,scratch_neck,train,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/sobhan_hosseini/datasets/mvtec/screw/test/scratch_neck/002.png,1,/home/sobhan_hosseini/datasets/mvtec/screw/ground_truth/scratch_neck/002_mask.png,scratch_neck,train,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/sobhan_hosseini/datasets/mvtec/screw/test/scratch_neck/003.png,1,/home/sobhan_hosseini/datasets/mvtec/screw/ground_truth/scratch_neck/003_mask.png,scratch_neck,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/sobhan_hosseini/datasets/mvtec/screw/test/scratch_neck/004.png,1,/home/sobhan_hosseini/datasets/mvtec/screw/ground_truth/scratch_neck/004_mask.png,scratch_neck,train,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/sobhan_hosseini/datasets/mvtec/screw/test/scratch_neck/005.png,1,/home/sobhan_hosseini/datasets/mvtec/screw/ground_truth/scratch_neck/005_mask.png,scratch_neck,train,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/sobhan_hosseini/datasets/mvtec/screw/test/scratch_neck/006.png,1,/home/sobhan_hosseini/datasets/mvtec/screw/ground_truth/scratch_neck/006_mask.png,scratch_neck,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/sobhan_hosseini/datasets/mvtec/screw/test/scratch_neck/007.png,1,/home/sobhan_hosseini/datasets/mvtec/screw/ground_truth/scratch_neck/007_mask.png,scratch_neck,val,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/sobhan_hosseini/datasets/mvtec/screw/test/scratch_neck/008.png,1,/home/sobhan_hosseini/datasets/mvtec/screw/ground_truth/scratch_neck/008_mask.png,scratch_neck,train,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/sobhan_hosseini/datasets/mvtec/screw/test/scratch_neck/009.png,1,/home/sobhan_hosseini/datasets/mvtec/screw/ground_truth/scratch_neck/009_mask.png,scratch_neck,train,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/sobhan_hosseini/datasets/mvtec/screw/test/scratch_neck/010.png,1,/home/sobhan_hosseini/datasets/mvtec/screw/ground_truth/scratch_neck/010_mask.png,scratch_neck,train,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/sobhan_hosseini/datasets/mvtec/screw/test/scratch_neck/011.png,1,/home/sobhan_hosseini/datasets/mvtec/screw/ground_truth/scratch_neck/011_mask.png,scratch_neck,train,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
