image_path,label_index,mask_path,anomaly_type,split,smooth_surface_texture,white_numeric_marking,seamless_part_junction,opaque_black_color,cylindrical_body_shape,translucent_amber_color,printed_digit_characters,hemispherical_end_shapes,uniform_surface_texture,elongated_cylindrical_geometry,rounded_end_geometry,lustrous_surface_sheen,rounded_hemispherical_ends,even_surface_texture,rounded_terminal_ends,reflective_surface_sheen,uniform_surface_smoothness,polished_material_finish,glossy_surface_texture,surface_irregularity,color_deviation,structural_discontinuity,texture_inconsistency,unexpected_surface_pattern,linear_shell_fracture,fine_linear_crack,jagged_capsule_edge,smudged_digit_edges,smudged_digit_imprint,fragmented_digit_imprint,localized_surface_pitting,surface_puncture,puncture_indentation,linear_surface_scratch,indented_capsule_end,surface_indentation,deformed_capsule_tip
/home/sobhan_hosseini/datasets/mvtec/capsule/test/scratch/000.png,1,/home/sobhan_hosseini/datasets/mvtec/capsule/ground_truth/scratch/000_mask.png,scratch,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/sobhan_hosseini/datasets/mvtec/capsule/test/scratch/001.png,1,/home/sobhan_hosseini/datasets/mvtec/capsule/ground_truth/scratch/001_mask.png,scratch,train,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
/home/sobhan_hosseini/datasets/mvtec/capsule/test/scratch/002.png,1,/home/sobhan_hosseini/datasets/mvtec/capsule/ground_truth/scratch/002_mask.png,scratch,train,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
/home/sobhan_hosseini/datasets/mvtec/capsule/test/scratch/003.png,1,/home/sobhan_hosseini/datasets/mvtec/capsule/ground_truth/scratch/003_mask.png,scratch,val,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/sobhan_hosseini/datasets/mvtec/capsule/test/scratch/004.png,1,/home/sobhan_hosseini/datasets/mvtec/capsule/ground_truth/scratch/004_mask.png,scratch,train,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
/home/sobhan_hosseini/datasets/mvtec/capsule/test/scratch/005.png,1,/home/sobhan_hosseini/datasets/mvtec/capsule/ground_truth/scratch/005_mask.png,scratch,test,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/sobhan_hosseini/datasets/mvtec/capsule/test/scratch/006.png,1,/home/sobhan_hosseini/datasets/mvtec/capsule/ground_truth/scratch/006_mask.png,scratch,train,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/sobhan_hosseini/datasets/mvtec/capsule/test/scratch/007.png,1,/home/sobhan_hosseini/datasets/mvtec/capsule/ground_truth/scratch/007_mask.png,scratch,train,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
/home/sobhan_hosseini/datasets/mvtec/capsule/test/scratch/008.png,1,/home/sobhan_hosseini/datasets/mvtec/capsule/ground_truth/scratch/008_mask.png,scratch,val,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/sobhan_hosseini/datasets/mvtec/capsule/test/scratch/009.png,1,/home/sobhan_hosseini/datasets/mvtec/capsule/ground_truth/scratch/009_mask.png,scratch,train,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/sobhan_hosseini/datasets/mvtec/capsule/test/scratch/010.png,1,/home/sobhan_hosseini/datasets/mvtec/capsule/ground_truth/scratch/010_mask.png,scratch,train,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/sobhan_hosseini/datasets/mvtec/capsule/test/scratch/011.png,1,/home/sobhan_hosseini/datasets/mvtec/capsule/ground_truth/scratch/011_mask.png,scratch,train,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
/home/sobhan_hosseini/datasets/mvtec/capsule/test/scratch/012.png,1,/home/sobhan_hosseini/datasets/mvtec/capsule/ground_truth/scratch/012_mask.png,scratch,train,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/sobhan_hosseini/datasets/mvtec/capsule/test/scratch/013.png,1,/home/sobhan_hosseini/datasets/mvtec/capsule/ground_truth/scratch/013_mask.png,scratch,test,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
/home/sobhan_hosseini/datasets/mvtec/capsule/test/scratch/014.png,1,/home/sobhan_hosseini/datasets/mvtec/capsule/ground_truth/scratch/014_mask.png,scratch,val,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/sobhan_hosseini/datasets/mvtec/capsule/test/scratch/015.png,1,/home/sobhan_hosseini/datasets/mvtec/capsule/ground_truth/scratch/015_mask.png,scratch,train,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
/home/sobhan_hosseini/datasets/mvtec/capsule/test/scratch/016.png,1,/home/sobhan_hosseini/datasets/mvtec/capsule/ground_truth/scratch/016_mask.png,scratch,train,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
/home/sobhan_hosseini/datasets/mvtec/capsule/test/scratch/017.png,1,/home/sobhan_hosseini/datasets/mvtec/capsule/ground_truth/scratch/017_mask.png,scratch,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/sobhan_hosseini/datasets/mvtec/capsule/test/scratch/018.png,1,/home/sobhan_hosseini/datasets/mvtec/capsule/ground_truth/scratch/018_mask.png,scratch,train,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
/home/sobhan_hosseini/datasets/mvtec/capsule/test/scratch/019.png,1,/home/sobhan_hosseini/datasets/mvtec/capsule/ground_truth/scratch/019_mask.png,scratch,train,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
/home/sobhan_hosseini/datasets/mvtec/capsule/test/scratch/020.png,1,/home/sobhan_hosseini/datasets/mvtec/capsule/ground_truth/scratch/020_mask.png,scratch,train,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
/home/sobhan_hosseini/datasets/mvtec/capsule/test/scratch/021.png,1,/home/sobhan_hosseini/datasets/mvtec/capsule/ground_truth/scratch/021_mask.png,scratch,val,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
/home/sobhan_hosseini/datasets/mvtec/capsule/test/scratch/022.png,1,/home/sobhan_hosseini/datasets/mvtec/capsule/ground_truth/scratch/022_mask.png,scratch,train,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
