image_path,label_index,mask_path,anomaly_type,split,smooth_surface_texture,white_numeric_marking,seamless_part_junction,opaque_black_color,cylindrical_body_shape,translucent_amber_color,printed_digit_characters,hemispherical_end_shapes,uniform_surface_texture,elongated_cylindrical_geometry,rounded_end_geometry,lustrous_surface_sheen,rounded_hemispherical_ends,even_surface_texture,rounded_terminal_ends,reflective_surface_sheen,uniform_surface_smoothness,polished_material_finish,glossy_surface_texture,surface_irregularity,color_deviation,structural_discontinuity,texture_inconsistency,unexpected_surface_pattern,linear_shell_fracture,fine_linear_crack,jagged_capsule_edge,smudged_digit_edges,smudged_digit_imprint,fragmented_digit_imprint,localized_surface_pitting,surface_puncture,puncture_indentation,linear_surface_scratch,indented_capsule_end,surface_indentation,deformed_capsule_tip
/home/sobhan_hosseini/datasets/mvtec/capsule/test/squeeze/000.png,1,/home/sobhan_hosseini/datasets/mvtec/capsule/ground_truth/squeeze/000_mask.png,squeeze,train,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/sobhan_hosseini/datasets/mvtec/capsule/test/squeeze/001.png,1,/home/sobhan_hosseini/datasets/mvtec/capsule/ground_truth/squeeze/001_mask.png,squeeze,train,0,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/sobhan_hosseini/datasets/mvtec/capsule/test/squeeze/002.png,1,/home/sobhan_hosseini/datasets/mvtec/capsule/ground_truth/squeeze/002_mask.png,squeeze,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/sobhan_hosseini/datasets/mvtec/capsule/test/squeeze/003.png,1,/home/sobhan_hosseini/datasets/mvtec/capsule/ground_truth/squeeze/003_mask.png,squeeze,train,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
/home/sobhan_hosseini/datasets/mvtec/capsule/test/squeeze/004.png,1,/home/sobhan_hosseini/datasets/mvtec/capsule/ground_truth/squeeze/004_mask.png,squeeze,train,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
/home/sobhan_hosseini/datasets/mvtec/capsule/test/squeeze/005.png,1,/home/sobhan_hosseini/datasets/mvtec/capsule/ground_truth/squeeze/005_mask.png,squeeze,train,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
/home/sobhan_hosseini/datasets/mvtec/capsule/test/squeeze/006.png,1,/home/sobhan_hosseini/datasets/mvtec/capsule/ground_truth/squeeze/006_mask.png,squeeze,train,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
/home/sobhan_hosseini/datasets/mvtec/capsule/test/squeeze/007.png,1,/home/sobhan_hosseini/datasets/mvtec/capsule/ground_truth/squeeze/007_mask.png,squeeze,train,0,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/sobhan_hosseini/datasets/mvtec/capsule/test/squeeze/008.png,1,/home/sobhan_hosseini/datasets/mvtec/capsule/ground_truth/squeeze/008_mask.png,squeeze,train,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/sobhan_hosseini/datasets/mvtec/capsule/test/squeeze/009.png,1,/home/sobhan_hosseini/datasets/mvtec/capsule/ground_truth/squeeze/009_mask.png,squeeze,train,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
/home/sobhan_hosseini/datasets/mvtec/capsule/test/squeeze/010.png,1,/home/sobhan_hosseini/datasets/mvtec/capsule/ground_truth/squeeze/010_mask.png,squeeze,val,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
/home/sobhan_hosseini/datasets/mvtec/capsule/test/squeeze/011.png,1,/home/sobhan_hosseini/datasets/mvtec/capsule/ground_truth/squeeze/011_mask.png,squeeze,train,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
/home/sobhan_hosseini/datasets/mvtec/capsule/test/squeeze/012.png,1,/home/sobhan_hosseini/datasets/mvtec/capsule/ground_truth/squeeze/012_mask.png,squeeze,train,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
/home/sobhan_hosseini/datasets/mvtec/capsule/test/squeeze/013.png,1,/home/sobhan_hosseini/datasets/mvtec/capsule/ground_truth/squeeze/013_mask.png,squeeze,train,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
/home/sobhan_hosseini/datasets/mvtec/capsule/test/squeeze/014.png,1,/home/sobhan_hosseini/datasets/mvtec/capsule/ground_truth/squeeze/014_mask.png,squeeze,train,0,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/sobhan_hosseini/datasets/mvtec/capsule/test/squeeze/015.png,1,/home/sobhan_hosseini/datasets/mvtec/capsule/ground_truth/squeeze/015_mask.png,squeeze,train,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
