image_path,label_index,mask_path,anomaly_type,split,concentric_ring_pattern,continuous_rim_edge,specular_light_reflections,bright_specular_highlights,unbroken_circular_rim,amber_edge_tint,glossy_reflective_finish,circular_rim_geometry,smooth_rim_surface,glossy_specular_finish,glossy_surface_finish,reflective_surface_finish,uniform_rim_thickness,smooth_rim_texture,even_surface_texture,deep_black_hue,smooth_inner_surface,amber_rim_color,dark_central_color,rounded_edge_profile,concentric_light_bands,surface_irregularity,color_deviation,structural_discontinuity,texture_inconsistency,unexpected_surface_pattern,jagged_fracture_edge,jagged_rim_edge,missing_rim_segment,jagged_rim_fracture,material_loss_void,bright_fracture_site,chipped_rim_edge,cloudy_surface_smudge
/home/sobhan_hosseini/datasets/mvtec/bottle/test/broken_small/000.png,1,/home/sobhan_hosseini/datasets/mvtec/bottle/ground_truth/broken_small/000_mask.png,broken_small,train,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
/home/sobhan_hosseini/datasets/mvtec/bottle/test/broken_small/001.png,1,/home/sobhan_hosseini/datasets/mvtec/bottle/ground_truth/broken_small/001_mask.png,broken_small,train,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0
/home/sobhan_hosseini/datasets/mvtec/bottle/test/broken_small/002.png,1,/home/sobhan_hosseini/datasets/mvtec/bottle/ground_truth/broken_small/002_mask.png,broken_small,train,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0
/home/sobhan_hosseini/datasets/mvtec/bottle/test/broken_small/003.png,1,/home/sobhan_hosseini/datasets/mvtec/bottle/ground_truth/broken_small/003_mask.png,broken_small,train,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
/home/sobhan_hosseini/datasets/mvtec/bottle/test/broken_small/004.png,1,/home/sobhan_hosseini/datasets/mvtec/bottle/ground_truth/broken_small/004_mask.png,broken_small,train,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0
/home/sobhan_hosseini/datasets/mvtec/bottle/test/broken_small/005.png,1,/home/sobhan_hosseini/datasets/mvtec/bottle/ground_truth/broken_small/005_mask.png,broken_small,val,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0
/home/sobhan_hosseini/datasets/mvtec/bottle/test/broken_small/006.png,1,/home/sobhan_hosseini/datasets/mvtec/bottle/ground_truth/broken_small/006_mask.png,broken_small,train,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0
/home/sobhan_hosseini/datasets/mvtec/bottle/test/broken_small/007.png,1,/home/sobhan_hosseini/datasets/mvtec/bottle/ground_truth/broken_small/007_mask.png,broken_small,train,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0
/home/sobhan_hosseini/datasets/mvtec/bottle/test/broken_small/008.png,1,/home/sobhan_hosseini/datasets/mvtec/bottle/ground_truth/broken_small/008_mask.png,broken_small,train,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0
/home/sobhan_hosseini/datasets/mvtec/bottle/test/broken_small/009.png,1,/home/sobhan_hosseini/datasets/mvtec/bottle/ground_truth/broken_small/009_mask.png,broken_small,train,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0
/home/sobhan_hosseini/datasets/mvtec/bottle/test/broken_small/010.png,1,/home/sobhan_hosseini/datasets/mvtec/bottle/ground_truth/broken_small/010_mask.png,broken_small,train,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0
/home/sobhan_hosseini/datasets/mvtec/bottle/test/broken_small/011.png,1,/home/sobhan_hosseini/datasets/mvtec/bottle/ground_truth/broken_small/011_mask.png,broken_small,train,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0
/home/sobhan_hosseini/datasets/mvtec/bottle/test/broken_small/012.png,1,/home/sobhan_hosseini/datasets/mvtec/bottle/ground_truth/broken_small/012_mask.png,broken_small,test,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
/home/sobhan_hosseini/datasets/mvtec/bottle/test/broken_small/013.png,1,/home/sobhan_hosseini/datasets/mvtec/bottle/ground_truth/broken_small/013_mask.png,broken_small,train,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0
/home/sobhan_hosseini/datasets/mvtec/bottle/test/broken_small/014.png,1,/home/sobhan_hosseini/datasets/mvtec/bottle/ground_truth/broken_small/014_mask.png,broken_small,train,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0
/home/sobhan_hosseini/datasets/mvtec/bottle/test/broken_small/015.png,1,/home/sobhan_hosseini/datasets/mvtec/bottle/ground_truth/broken_small/015_mask.png,broken_small,val,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
/home/sobhan_hosseini/datasets/mvtec/bottle/test/broken_small/016.png,1,/home/sobhan_hosseini/datasets/mvtec/bottle/ground_truth/broken_small/016_mask.png,broken_small,train,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0
/home/sobhan_hosseini/datasets/mvtec/bottle/test/broken_small/017.png,1,/home/sobhan_hosseini/datasets/mvtec/bottle/ground_truth/broken_small/017_mask.png,broken_small,train,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0
/home/sobhan_hosseini/datasets/mvtec/bottle/test/broken_small/018.png,1,/home/sobhan_hosseini/datasets/mvtec/bottle/ground_truth/broken_small/018_mask.png,broken_small,val,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0
/home/sobhan_hosseini/datasets/mvtec/bottle/test/broken_small/019.png,1,/home/sobhan_hosseini/datasets/mvtec/bottle/ground_truth/broken_small/019_mask.png,broken_small,test,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0
/home/sobhan_hosseini/datasets/mvtec/bottle/test/broken_small/020.png,1,/home/sobhan_hosseini/datasets/mvtec/bottle/ground_truth/broken_small/020_mask.png,broken_small,val,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0
/home/sobhan_hosseini/datasets/mvtec/bottle/test/broken_small/021.png,1,/home/sobhan_hosseini/datasets/mvtec/bottle/ground_truth/broken_small/021_mask.png,broken_small,train,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0
